Compound ID,cont1,cont2,exp1,exp2
C06597,3.790776556,3.317765956,3.182960373,3.320510575
C02277,4.258831005,3.576774406,2.962280681,3.840239625
C07876,3.932663276,3.834531926,4.612008913,2.255079628
C05378,8.62437307,8.586350455,10.34178262,9.389423789
C08083,2.60738186,2.410362421,4.08694009,1.700221059
C07819,-0.383535411,-0.5635928,0.29839306,-0.574226798
C06377,6.093026711,6.000621413,6.1029473,5.782313498
C07174,6.537852818,6.675981272,6.913050661,7.206051297
C04204,4.626484401,4.149855277,4.312636278,1.826250267
C00937,4.541280489,4.40874253,5.767805219,4.39420835
C06887,8.260371269,8.460668493,8.63677387,7.54319891
C11144,0.670657118,0.601266468,0.628402819,-0.249100089
C12063,2.844447925,2.947343741,3.228572079,4.451782364
